Epoch,Axis1,VM
2000-01-09T10:00:00Z,2971,5654.15922209267
2000-01-09T10:01:00Z,2805,5810.67365447252
2000-01-09T10:02:00Z,2838,6308.64603834711
2000-01-09T10:03:00Z,2483,4490.34057541164
2000-01-09T10:04:00Z,2787,5468.96775459119
2000-01-09T10:05:00Z,2832,4832.83548827404
2000-01-09T10:06:00Z,3526,6832.58372258649
2000-01-09T10:07:00Z,2708,5040.88323843077
2000-01-09T10:08:00Z,1965,2498.76502333125
2000-01-09T10:09:00Z,1614,2597.96562042735
2000-01-09T10:10:00Z,1601,3070.24932416058
2000-01-09T10:11:00Z,1517,2527.5358578486
2000-01-09T10:12:00Z,1501,2928.36241060222
2000-01-09T10:13:00Z,1498,2434.49646499473
2000-01-09T10:14:00Z,1965,3354.26364579236
2000-01-09T10:15:00Z,1393,1716.44704061577
2000-01-09T10:16:00Z,38,117.473957945716
2000-01-09T10:17:00Z,158,414.8052087245
2000-01-09T10:18:00Z,66,97.2220981386551
2000-01-09T10:19:00Z,403,630.754602348662
2000-01-09T10:20:00Z,2123,3581.14446014107
2000-01-09T10:21:00Z,175,517.784101773741
2000-01-09T10:22:00Z,697,1648.36063294503
2000-01-09T10:23:00Z,2509,5731.70590984338
2000-01-09T10:24:00Z,3682,8124.60346520141
2000-01-09T10:25:00Z,4352,8671.79454331732
2000-01-09T10:26:00Z,3795,6684.20467402367
2000-01-09T10:27:00Z,2689,5501.5311837509
2000-01-09T10:28:00Z,1687,4293.23264115711
2000-01-09T10:29:00Z,2878,4444.29985918983
2000-01-09T10:30:00Z,2439,5169.0873722582
2000-01-09T10:31:00Z,1896,3027.24985563267
2000-01-09T10:32:00Z,3958,6664.4377497594
2000-01-09T10:33:00Z,1789,3401.20199718644
2000-01-09T10:34:00Z,2223,3509.71071981631
2000-01-09T10:35:00Z,531,1154.70141159369
2000-01-09T10:36:00Z,0,0
2000-01-09T10:37:00Z,0,0
2000-01-09T10:38:00Z,0,0
2000-01-09T10:39:00Z,0,0
2000-01-09T10:40:00Z,236,776.391240188654
2000-01-09T10:41:00Z,1531,2073.7688807185
2000-01-09T10:42:00Z,3184,5046.15025124286
2000-01-09T10:43:00Z,705,2191.34669603681
2000-01-09T10:44:00Z,232,445.655488809084
2000-01-09T10:45:00Z,0,0
2000-01-09T10:46:00Z,0,0
2000-01-09T10:47:00Z,2967,4287.17970142387
2000-01-09T10:48:00Z,2700,5234.87690461757
2000-01-09T10:49:00Z,3086,6230.60075532063
2000-01-09T10:50:00Z,2254,4873.14373169362
2000-01-09T10:51:00Z,3413,5766.76999067147
2000-01-09T10:52:00Z,4057,7420.12565862657
2000-01-09T10:53:00Z,3865,6521.82258070256
2000-01-09T10:54:00Z,3590,6344.26118475117
2000-01-09T10:55:00Z,3031,6165.42922048343
2000-01-09T10:56:00Z,4356,7541.53308001488
2000-01-09T10:57:00Z,3468,6995.37682395983
2000-01-09T10:58:00Z,5553,7913.88314015093
2000-01-09T10:59:00Z,1027,1480.78413460546
2000-01-09T11:00:00Z,461,925.349640225086
2000-01-09T11:01:00Z,102,185.909638979937
2000-01-09T11:02:00Z,0,0
