Epoch,Axis1,VM
2000-01-12T14:00:00Z,71,76.0657610229465
2000-01-12T14:01:00Z,0,0
2000-01-12T14:02:00Z,0,0
2000-01-12T14:03:00Z,0,0
2000-01-12T14:04:00Z,0,0
2000-01-12T14:05:00Z,0,0
2000-01-12T14:06:00Z,0,0
2000-01-12T14:07:00Z,0,0
2000-01-12T14:08:00Z,0,0
2000-01-12T14:09:00Z,0,0
2000-01-12T14:10:00Z,0,0
2000-01-12T14:11:00Z,0,0
2000-01-12T14:12:00Z,0,0
2000-01-12T14:13:00Z,0,0
2000-01-12T14:14:00Z,0,0
2000-01-12T14:15:00Z,0,0
2000-01-12T14:16:00Z,0,0
2000-01-12T14:17:00Z,0,0
2000-01-12T14:18:00Z,0,0
2000-01-12T14:19:00Z,0,0
2000-01-12T14:20:00Z,0,0
2000-01-12T14:21:00Z,0,0
2000-01-12T14:22:00Z,0,0
2000-01-12T14:23:00Z,0,0
2000-01-12T14:24:00Z,0,0
2000-01-12T14:25:00Z,0,0
2000-01-12T14:26:00Z,0,0
2000-01-12T14:27:00Z,0,0
2000-01-12T14:28:00Z,0,0
2000-01-12T14:29:00Z,0,0
2000-01-12T14:30:00Z,0,0
2000-01-12T14:31:00Z,0,0
2000-01-12T14:32:00Z,533,1703.44633407876
2000-01-12T14:33:00Z,0,0
2000-01-12T14:34:00Z,866,1540.88915946995
2000-01-12T14:35:00Z,501,1196.93933925558
2000-01-12T14:36:00Z,1518,3137.03863769442
2000-01-12T14:37:00Z,197,405.458425861728
2000-01-12T14:38:00Z,0,0
2000-01-12T14:39:00Z,4,28.4924225024706
2000-01-12T14:40:00Z,375,982.595468322334
2000-01-12T14:41:00Z,0,0
2000-01-12T14:42:00Z,0,0
2000-01-12T14:43:00Z,0,0
2000-01-12T14:44:00Z,0,0
2000-01-12T14:45:00Z,0,0
2000-01-12T14:46:00Z,0,42.5967477524977
2000-01-12T14:47:00Z,893,1839.05922356152
2000-01-12T14:48:00Z,1394,3088.13504058675
2000-01-12T14:49:00Z,157,400.691535037759
2000-01-12T14:50:00Z,37,169.889066047049
2000-01-12T14:51:00Z,0,102.324358044869
2000-01-12T14:52:00Z,0,59
2000-01-12T14:53:00Z,30,91.3372247197793
2000-01-12T14:54:00Z,12,85.4031242374329
2000-01-12T14:55:00Z,26,135.186282243081
2000-01-12T14:56:00Z,42,191.266425982248
2000-01-12T14:57:00Z,12,24.9442719099992
2000-01-12T14:58:00Z,33,132.479874453299
2000-01-12T14:59:00Z,8,41
2000-01-12T15:00:00Z,30,74.4888472771603
2000-01-12T15:01:00Z,12,38.4834135248696
2000-01-12T15:02:00Z,0,0
