Epoch,Axis1,VM
2000-01-09T09:00:00Z,84,84.380092438916
2000-01-09T09:01:00Z,0,0
2000-01-09T09:02:00Z,0,0
2000-01-09T09:03:00Z,0,0
2000-01-09T09:04:00Z,0,0
2000-01-09T09:05:00Z,0,0
2000-01-09T09:06:00Z,0,0
2000-01-09T09:07:00Z,0,0
2000-01-09T09:08:00Z,0,0
2000-01-09T09:09:00Z,0,0
2000-01-09T09:10:00Z,0,0
2000-01-09T09:11:00Z,860,1527.40211454787
2000-01-09T09:12:00Z,0,0
2000-01-09T09:13:00Z,8,8
2000-01-09T09:14:00Z,218,218.083297195715
2000-01-09T09:15:00Z,212,232.184641578637
2000-01-09T09:16:00Z,10,10
2000-01-09T09:17:00Z,264,277.761131893585
2000-01-09T09:18:00Z,32,32
2000-01-09T09:19:00Z,463,941.06964724856
2000-01-09T09:20:00Z,2769,6210.31036857162
2000-01-09T09:21:00Z,1629,2993.33317135784
2000-01-09T09:22:00Z,1413,2416.59277501849
2000-01-09T09:23:00Z,262,638.327293941097
2000-01-09T09:24:00Z,0,0
2000-01-09T09:25:00Z,1389,2026.53996004134
2000-01-09T09:26:00Z,3822,6611.69483994025
2000-01-09T09:27:00Z,3619,6516.32439149247
2000-01-09T09:28:00Z,2219,3546.11226924787
2000-01-09T09:29:00Z,527,832.577253871097
2000-01-09T09:30:00Z,382,454.80046461073
2000-01-09T09:31:00Z,311,757.686166226487
2000-01-09T09:32:00Z,291,421.852911164538
2000-01-09T09:33:00Z,30,30
2000-01-09T09:34:00Z,1458,2944.14684550522
2000-01-09T09:35:00Z,2780,5488.79311892657
2000-01-09T09:36:00Z,3233,8536.10962332994
2000-01-09T09:37:00Z,1426,4084.63891680012
2000-01-09T09:38:00Z,2565,5987.11313270636
2000-01-09T09:39:00Z,2134,4416.09745718962
2000-01-09T09:40:00Z,2159,4195.207977887
2000-01-09T09:41:00Z,4569,7975.52459686698
2000-01-09T09:42:00Z,2620,5313.79572058036
2000-01-09T09:43:00Z,3925,7823.90154915551
2000-01-09T09:44:00Z,3280,7134.72297874489
2000-01-09T09:45:00Z,3081,7113.61638396156
2000-01-09T09:46:00Z,3455,6483.91785919204
2000-01-09T09:47:00Z,3422,7949.5477356037
2000-01-09T09:48:00Z,3851,9298.79361379765
2000-01-09T09:49:00Z,2044,4793.66104979515
2000-01-09T09:50:00Z,3318,6598.25311784893
2000-01-09T09:51:00Z,2248,4909.01476033179
2000-01-09T09:52:00Z,3626,7534.07876857781
2000-01-09T09:53:00Z,2339,4946.23335772868
2000-01-09T09:54:00Z,3863,8227.06713861435
2000-01-09T09:55:00Z,2545,4874.32521988929
2000-01-09T09:56:00Z,2113,3706.59538870828
2000-01-09T09:57:00Z,3497,6102.48145571976
2000-01-09T09:58:00Z,3017,7246.30298650551
2000-01-09T09:59:00Z,2831,5263.84889254665
2000-01-09T10:00:00Z,3604,7774.65037596423
2000-01-09T10:01:00Z,2407,5186.86750333687
2000-01-09T10:02:00Z,1391,2175.03482706526
